길명,길소개,총길이,총소요시간,시작지점명,시작지점도로명주소,시작지점소재지지번주소,종료지점명,종료지점소재지도로명주소,종료지점소재지지번주소,경로정보,관리기관전화번호,관리기관명,데이터기준일자,위도,경도,제공기관코드,제공기관명
외갓집 가는 길,옛 시골의 정취와 계절별 아름다움을 만끽할 수 있는 자전거 명품 길,17.7,3시간,양항교,경상남도 거창군 남하면 양항길 253-158,경상남도 거창군 남하면 양항리 958,수승대,경상남도 거창군 위천면 은하리길 2,경상남도 거창군 위천면 황산리 750-3,양향교→아림교→건계정→장백마을→영승마을→장풍숲→남산논공단지→수승대,055-940-3420,경상남도 거창군청,2021-07-15,,,5470000,경상남도 거창군
서출동류 물길 트레킹 길(1코스),월성계곡의 맑고 깨끗한 물길을 즐길 수 있는 명품 트레킹 코스,5.9,4시간,황점마을,경상남도 거창군 북상면 황점길 5,경상남도 거창군 북상면 월성리 1718,산수교,,경상남도 거창군 북상면 산수리 산42-2,황점마을→월성마을→월성숲→주은자연휴양림→산수교,055-940-3440,경상남도 거창군청,2021-07-15,,,5470000,경상남도 거창군
서출동류 물길 트레킹 길(2코스),월성계곡의 맑고 깨끗한 물길을 즐길 수 있는 명품 트레킹 코스,5.9,4시간,산수교,,경상남도 거창군 북상면 산수리 산42-2,황점마을,경상남도 거창군 북상면 황점길 5,경상남도 거창군 북상면 월성리 1718,산수교→주은자연휴양림→월성숲→월성마을→황점마을,055-940-3440,경상남도 거창군청,2021-07-15,,,5470000,경상남도 거창군
의상봉 둘레길,가조면의 수려한 자연경관을 감상하며 걸을 수 있는 나들이 코스,3.25,1시간 30분,가조2교,경상남도 거창군 가조면 상수월길 18-29,경상남도 거창군 가조면 수월리 1370,수월산장,경상남도 거창군 가조면 의상봉길 662-22,경상남도 거창군 가조면 수월리 11,가조2교→상수월교→가조계곡→수월산장,055-940-3440,경상남도 거창군청,2021-07-15,,,5470000,경상남도 거창군
늠내길 1코스 숲길,숲이 어우러진 길,13,5시간,시흥시청,경기도 시흥시 시청로20,,시흥시청,경기도 시흥시 시청로20,,시흥시청-옥녀봉-군자봉-진덕사-수압봉-선사유적공원-시흥시청,031-310-2341,경기도 시흥시청,2021-06-25,,,4010000,경기도 시흥시
늠내길 2코스 갯골길,내만갯골과 어우러진 길,16,5시간,시흥시청,경기도 시흥시 시청로20,,시흥시청,경기도 시흥시 시청로20,,시흥시청-갯골생태공원-섬산-미생의다리-포동펌프장-부흥교-쌀연구회-시흥시청,031-310-2342,경기도 시흥시청,2021-06-25,,,4010000,경기도 시흥시
호법 코스모스길,호법면 복하천을 따라 주민들이 코스모스길을 조성하여 가을산책로로 좋다.,6.2,1시간 45분,주미교,,경기도 이천시 호법면 후안리 588,동산교,,경기도 이천시 호법면 단천리 841,주미교-후안2교-동산교,031-644-3082,경기도 이천시청,2021-12-15,,,4070000,경기도 이천시
마장 매화둘레길,둘레길 중간에 덕평공룡수목원을 들러 볼 수 있다.,14.6,4시간 10분,오천리당거리입구,,경기도 이천시 마장면 오천리 105-5,오천역사공원,,경기도 이천시 마장면 오천리 303-1,오천당거리입구-각평교-이평교-청강교-지리산리조트후문-공룡수목원-오천역사공원,031-644-3082,경기도 이천시청,2021-12-15,,,4070000,경기도 이천시
소뚝도랑 둘레길,"넓은 논과 밭, 자연환경이 어우러져 사시사철 아름다운 풍광을 자랑한다. 부래미 농촌체험마을도 들러볼 수 있다.",4.9,1시간 25분,부래미체험관,,경기도 이천시 율면 석산리 49,부래미체험관,,경기도 이천시 율면 석산리 49,부래미체험관-석산호수-뚝방길-산성2리윗옥골-팔성산-석산2리-부래미체험관,031-644-3082,경기도 이천시청,2021-12-15,,,4070000,경기도 이천시
창전동 추억담은 곡목길,아름다운 벽화가 있는 골목길을 따라 옛 정취를 느낄 수 있다,4.6,1시간 45분,이천향교,,경기도 이천시 향교로1,이천향교,,경기도 이천시 향교로1,이천향교-창전5통거리전-이천초벽화-이수흥공원-행궁터-안흥지-6통마을담은곡목길-온천공원-설봉중학교벽화-망현산등산로입구-망현산정산-시립도서관-이천향교,031-644-3082,경기도 이천시청,2021-12-15,,,4070000,경기도 이천시
중앙동 문화의거리,이천시 전통시장과 문화의 거리를 구경할 수 있다.,1,16분,이천터미널사거리,,경기도 이천시 창전동 166-9,한마음공원,,경기도 이천시 관고동 10-11,이천터미널사거리-문화의거리-관고전통시장-한마음공원,031-644-3082,경기도 이천시청,2021-12-15,,,4070000,경기도 이천시
메타세콰이어길,메타세콰이어 숲길을 걸으며 자연을 즐길 수 있다.,0.7,11분,메타세콰이어길,,경기도 이천시 대월면 송라리 47-9,송라리마을회관,,경기도 이천시 대월면 송라리 93-6,메타세콰이어길-송라리마을회관,031-644-3082,경기도 이천시청,2021-12-15,,,4070000,경기도 이천시
진주에나길 1코스,"진주성 서장대에서 출발하여 비봉산, 선학산을 돌아 남가람문화거리를 돌아보는 15km의 에나길 1구간. 진주의 진산인 비봉산과 선학산에서 진주 도심의 한가운데로 흐르는 남강의 풍광과 도시 전체를 한눈에 감상할 수 있으며, 역사와 문화의 거리를 거닐면서 예술을 즐기고 휴식할 수 있는 구간",15,4,진주성,경상남도 진주시 남강로 626,경상남도 진주시 남성동 270-9,진주성,경상남도 진주시 남강로 626,경상남도 진주시 남성동 270-9,진주성→진주중앙시장→비봉산→봉황교→선학산 전망대→진양교→남가람문화거리→천수교→진주성,055-749-8597,경상남도 진주시청,2021-12-10,,,5310000,경상남도 진주시
진주에나길 2코스,"진양교에서 새벼리를 거쳐 가좌산~망진산 구간을 지나 천수교로 이어지는 12km의 에나길 2구간.석류공원 정상에 있는 망원정에 오르면 남강과 시가지의 모습이 한눈에 들어오고, 비봉산과 뒤벼리 멀리 지리산도 볼 수 있다.또한, 에나길 2구간의 하이라이트인 망진산 봉수대는 진주 시내를 한눈에 굽어볼 수 있을 뿐만 아니라 해 질 녘 강물에 비친 노을의 낭만적인 장면을 볼 수 있는 구간임.",12,3,진양교,경상남도 진주시 강남로,,천수교,,경상남도 진주시 망경동 146-5,진양교→새벼리→석류공원→연암공과대학교 뒤편→가좌산→망진산 봉수대→천수교,055-749-8597,경상남도 진주시청,2021-12-10,,,5310000,경상남도 진주시
한류스타거리,한류스타거리 상징 및 안내 시설물과 조형물을 설치하고 주변 관광 콘텐츠를 발굴하여 국내외 관광객 유치 및 지역경제 활성화에 기여,1,30분,압구정동,서울특별시 강남구 압구정로 343,서울특별시 강남구 압구정동 494,청담동,서울특별시 강남구 압구정로 467,서울특별시 강남구 청담동 119-1,길 관광(거리를 관광화 함),02-3423-5533,서울특별시 강남구청,2022-02-02,,,3220000,서울특별시 강남구
푸른수목원·항동기찻길,기존 자연 지형과 저수지를 살려서 조성한 친환경 생태수목원으로 이어진 기찻길 도보코스,0.772,20분,우창굿모닝아파트,서울특별시 구로구 오류동 산42-25,,푸른수목원,,서울특별시 구로구 항동 127-2,지하철 7호선  천왕역 1 · 3번 출구 → 지구촌학교 → 오류금강수목원 아파트 → 우창굿모닝 아파트 →  푸른수목원,02-860-3094,서울특별시 구로구청,2022-01-27,,,3160000,서울특별시 구로구
오랍드리산소길,삼척시 동주변지역 산책로,20,5.5시간,삼척종합운동장,강원도 삼척시 동해대로 4234,강원도 삼척시 교동 250,삼척종합운동장,강원도 삼척시 동해대로 4234,강원도 삼척시 교동 250,삼척종합운동장→광진→정라동주공아파트앞→봉황산→번개시장→오십천강변길→문화예술회관→건지교→서부초교→삿갓봉→우지마을→갈천삼거리→삼척해변역→교2통마을회관→삼척종합운동장,033-570-3841,강원도 삼척시청,2021-06-11,,,4240000,강원도 삼척시
해파랑길,동해안 초광역 장거리 트레일 (삼척 ~ 동해구간),56.6,3일,고포마을,강원도 삼척시 원덕읍 고포월천길 87,강원도 삼척시 월천리 21,증산해변,강원도 삼척시 수로부인길 333,강원도 삼척시 증산동 1,고포마을→호산버스터미널→임원항입구→아칠목재→용화역→황영조기념공원→궁촌역→동막교→부남교→덕산해변입구→상맹방→죽서루→삼척항→삼척해변→증산해변,033-570-3841,강원도 삼척시청,2021-06-11,,,4240000,강원도 삼척시
낭만가도,동해안 명품 드라이브코스,51.4,3일,증산해변,강원도 삼척시 수로부인길 333,강원도 삼척시 증산동 1,고포마을,강원도 삼척시 원덕읍 고포월천길 87,강원도 삼척시 월천리 21,증산해변→새천년도로→대진→ 궁촌→고포마을,033-570-3841,강원도 삼척시청,2021-06-11,,,4240000,강원도 삼척시
관동팔경 녹색경관길,동해안 관동팔경을 중심으로 조성된 길,122.7,5일,증산해변,강원도 삼척시 수로부인길 333,강원도 삼척시 증산동 1,고포마을,강원도 삼척시 원덕읍 고포월천길 87,강원도 삼척시 월천리 21,증산해변→이사부광장 →소망의탑→조각공원→나릿골→정라항→맹방유채벚꽃길→맹방→황영조기념공원→용화레일바이크→해신당→갈령재→고포마을,033-570-3841,강원도 삼척시청,2021-06-11,,,4240000,강원도 삼척시
이사부길,삼척시 해안선을 따라 조성한 산책로,4.7,1.5시간,삼척해수욕장,강원도 삼척시 뒷나루길 312,강원도 삼척시 교동 413-17,이사부광장,강원도 삼척시 새천년도로 131,강원도 삼척시 정하동 41-277,삼척해수욕장→작은후진해수욕장→후진항→두꺼비바위→조각공원→소망의탑→이사부광장,033-570-3841,강원도 삼척시청,2021-06-11,,,4240000,강원도 삼척시
관동팔경녹색경관길,"관동팔경을 중심으로 동해안의 우수한 최적의 노선을 보존, 복원, 창조",50,28시간,주문진해수욕장,강원도 강릉시 주문진읍 향호리 8-35,강원도 강릉시 주문진읍 향호리 8-35,옥계시장,강원도 강릉시 옥계면 현내리 366-5,강원도 강릉시 옥계면 현내리 366-5,주문진해변→사천진해변→심곡항→등명해변→옥계시장,033-640-5126,강원도 강릉시청,2021-06-15,,,4200000,강원도 강릉시
해파랑길,이야기가 있는 문화생태 탐방로 조성,80.4,29시간,한국여성수련원입구,강원도 강릉시 옥계면 금진리 산 105-8,강원도 강릉시 옥계면 금진리 산 105-8,주문진해수욕장,강원도 강릉시 주문진읍 향호리 8-35,강원도 강릉시 주문진읍 향호리 8-35,한국여성수련원입구→금진항→정동진역→안인해변→솔바람다리→사천진해변→주문진해변,033-640-5126,강원도 강릉시청,2021-06-15,,,4200000,강원도 강릉시
낭만가도,7번 국도를 이용한 해안 드라이브 코스,59.8,28시간,주문진해수욕장,강원도 강릉시 주문진읍 향호리 8-35,강원도 강릉시 주문진읍 향호리 8-35,옥계시장,강원도 강릉시 옥계면 현내리 366-5,강원도 강릉시 옥계면 현내리 366-5,주문진해변→사천진해변→심곡항→등명해변→옥계시장,033-640-5126,강원도 강릉시청,2021-06-15,,,4200000,강원도 강릉시
감악산 물맞이길(물맞으러 가는 길),계곡과 천연림이 어우러진 나들이 코스,5.2,2시간 30분,신비의돌,경상남도 거창군 남상면 감악산로 1035-59,경상남도 거창군 남상면 무촌리 1855-59,물맞는 약수탕,경상남도 거창군 남상면 연수사길 115-103,경상남도 거창군 남상면 남상면 무촌리 40-1,신비의돌→매산마을→지게길→매산저수지→과수원길→평전다리→선녀계곡→선녀탕→선녀폭포→부도→은행나무→연수사→물맞는 약수탕,055-940-3763,경상남도 거창군청,2021-07-15,,,5470000,경상남도 거창군
감악산 물맞이길(고행의 둘레길),"산약초, 들꽃과 교감하며 걸을 수 있는 코스",7.4,3시간,가재골주차장,,경상남도 거창군 남상면 무촌리 산305-8,가재골주차장,,경상남도 거창군 남상면 무촌리 산305-8,주차장→약초밭→소나무평원→참나무평원→전망대→해맞이 행사장→감악평원→구절초 언덕→약수대→청연마을→주차장,055-940-3763,경상남도 거창군청,2021-07-15,,,5470000,경상남도 거창군
속리산둘레길 보은길1,구병산 옛길,14.2,5시간20분,임곡리마을회관,충청북도 보은군 마로면 임곡길 288-11,충청북도 보은군 마로면 임곡리 44,장안면 대추홍보관,충청북도 보은군 장안면 개안길 20,충청북도 보은군 장안면 개안리229-18,임곡리마을회관→ 적암리→ 갈평리→ 수문리→ 불목리→ 봉비리→ 장안면 대추홍보관,043-540-3213,충청북도 보은군,2021-11-09,,,4420000,충청북도 보은군
속리산둘레길 보은길2,말티재 넘는 길,13.5,4시간30분,장안면 대추홍보관,충청북도 보은군 장안면 개안길 20,충청북도 보은군 장안면 개안리 229-18,속리산면 상판리 상판교,충청북도 보은군 속리산면 상판리,충청북도 보은군 속리산면 상판리,장안면 대추홍보관→ 오창1리→ 말티재정상→ 솔향공원→ 상판교,043-540-3213,충청북도 보은군,2021-11-09,,,4420000,충청북도 보은군
