관리번호,인허가일자,인허가취소일자,영업상태구분코드,폐업일자,휴업시작일자,재개업일자,야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,부지면적,건축연면적,시설면적,문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,보험기관명,건물용도명,지상층수,지하층수,객실수,보험시작일자,보험종료일자,1일최대수용인원수,주차장면수,편의시설,안전시설,기타부대시설,이용시간,이용요금,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
,,,,,,,매화관광농원캠핑장,일반야영장,35.587605,128.801205,경상남도 밀양시 상동면 매화2길 56,경상남도 밀양시 상동면 매화리566,,60,1440,40,,,,,,,,,,,,,,240,75,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,미끄럼틀,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
,,,,,,,얼음골애플캠핑장,일반야영장,35.578234,128.961222,경상남도 밀양시 산내면 얼음골옛길 92-37,경상남도 밀양시 산내면 남명리480-1,,18,3826,90,,,,,,,,,,,,,,72,25,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
,,,,,,,구천계곡야영장,자동차야영장,35.537372,128.923005,경상남도 밀양시 단장면 도래재로 133-12,경상남도 밀양시 단장면 구천리1386,,22,3990,111,,,,,,,,,,,,,,88,35,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,소매점,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
,,,,,,,도래재별빛마을캠핑장,일반야영장,35.558262,128.939828,,경상남도 밀양시 단장면 구천리1852-7,,30,3122,128,,,,,,,,,,,,,,120,42,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
,,,,,,,자연속캠핑장,자동차야영장,35.552254,128.862372,경상남도 밀양시 산내면 산내용전길 155-17,경상남도 밀양시 산내면 용전리403-1,,15,1869,149,,,,,,,,,,,,,,60,25,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,소매점,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
,,,,,,,밀양유원지야영장,자동차야영장,35.492935,128.928687,경상남도 밀양시 단장면 고례로 855,경상남도 밀양시 단장면 고례리 1511,,6,3201,138,,,,,,,,,,,,,,28,10,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,소매점,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
,,,,,,,물안개 오토캠핑장,일반야영장,35.492113,128.926481,경상남도 밀양시 단장면 고례로 823-10,경상남도 밀양시 단장면 고례리 1491,,18,2403,88,,,,,,,,,,,,,,100,18,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,소매점,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
,,,,,,,마이웨이리조트관광농원,일반야영장,35.536975,128.800051,경상남도 밀양시 산외면 엄광길 103-14,경상남도 밀양시 산외면 엄광리 1198-1,,15,2541,,,,,,,,,,,,,,,60,40,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,소매점,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
,,,,,,,강변사리캠핑장,야영장,35.495741,127.190327,전라북도 임실군 덕치면 강동로 865-20,전라북도 임실군 덕치면 천담리 89-10,000-000-0000,14,6589,234.13,,,,,,,,,,,,,,100,17,전기시설+상하수도시설+샤워실,소화기+대피공간,공연장,제한없음,30000~35000원,063-640-2344,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
,,,,,,,동강리오토캠핑장,자동차야영장,36.3395709586,126.9780162905,충청남도 청양군 청남면 금강변로 868-135,,041-940-2706,42,50000,,,,,,,,,,,,,,,168,42,족구장2+샤워장2+취사실+화장실2,소화기,,지정일14:00~익일12:00,A-35000 B-25000,041-940-2443,충청남도 청양군청,2020-05-29,4590000,충청남도 청양군
,,,,,,,칠갑산오토캠핑장,자동차야영장,36.3957245412,126.8631830483,충청남도 청양군 대치면 까치내로 710,,041-940-2700,75,,,,,,,,,,,,,,,,375,42,취사시설2+샤워실2+화장실2,소화기,,당일14:00~익일12:00,A-35000 B-25000 C-25000,041-940-2702,충청남도 청양군청,2020-05-29,4590000,충청남도 청양군
,,,,,,,사선대야영장,야영장,35.6681195,127.267648,전라북도 임실군 관촌면 춘향로 3441-26,전라북도 임실군 관촌면 관촌리 1010-17,000-000-0000,25,3200,0,,,,,,,,,,,,,,130,80,전기시설+상하수도시설+샤워실,소화기+대피공간,,제한없음,30000~35000원,063-640-2344,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
,,,,,,,오수애견캠핑장,야영장,35.540959,127.333692,,전라북도 임실군 오수면 금암리 252-5,000-000-0000,10,1637,0,,,,,,,,,,,,,,50,100,전기시설+상하수도시설+샤워실,소화기+대피공간,,제한없음,80000~150000원,063-640-2344,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
,,,,,,,하늘구름길캠핑장,야영장,35.6242259314,127.399678884,전라북도 임실군 성수면 왕방길 360,전라북도 임실군 성수면 왕방리 232-2,000-000-0000,33,7603,263.39,,,,,,,,,,,,,,130,30,전기시설+상하수도시설+샤워실,소화기+대피공간,,제한없음,30000~35000원,063-640-2344,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
,,,,,,,캠누리 오토캠핑장,야영장,37.6929058041,127.6318471136,강원도 홍천군 서면 개야마을길 68-27,강원도 홍천군 서면 개야리 42-2,031-529-7160,10,2999,198,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,서석야영장,야영장,37.6971609528,128.2501547019,강원도 홍천군 서석면 고분대월길 67,강원도 홍천군 서석면 생곡리 401-1,033-436-1755,10,3305,116,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,캐나디언 카누클럽 야영장,야영장,37.7222109225,127.5867804224,강원도 홍천군 서면 마곡길 113-28,강원도 홍천군 서면 마곡리 23-1,033-3969-9000,10,1000,132,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,팔봉산관광지 야영장,야영장,37.7030225078,127.6951259800,강원도 홍천군 서면 한치골길 1124,강원도 홍천군 서면 어유포리 272,033-430-4281,10,387751,774,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,개암벌 용소 관광농원 캠핑장,야영장,37.8601849648,128.0707380931,강원도 홍천군 두촌면 군유동길 361-26,강원도 홍천군 두촌면 괘석리 617,033-435-4673,10,6480,135,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,가리산자연휴양림 야영장,야영장,37.8656359852,127.9811492468,강원도 홍천군 두촌면 가리산길 426,강원도 홍천군 두촌면 천현리 134-1,033-435-6034,10,3051187,1061,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,수하리 캠핑파크,야영장,37.7633911768,128.1666739762,강원도 홍천군 서석면 행치령로 708,강원도 홍천군 서석면 수하리 743,033-434-9778,22,7059,660,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,스톤엑스 캠핑장,야영장,37.681315,127.7571092672,강원도 홍천군 남면 남노일로 1164-22,강원도 홍천군 남면 남노일리 234-1,033-434-7878,20,1660,56,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,산으로 캠핑장,야영장,37.7145899017,127.5696538483,강원도 홍천군 서면 마곡길 551-5,강원도 홍천군 서면 마곡리 263-1,033-3436-7676,36,20920,624,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,살둔마을 생둔분교 캠핑장,야영장,37.8316214683,128.3708228870,강원도 홍천군 내면 살둔길 25,강원도 홍천군 내면 율전리 221-17,033-434-3798,10,5102,413,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,배너미오토캠핑장,야영장,35.66566272,129.0026795,경상북도 청도군 운문면 운문로 1051,경상북도 청도군 운문면 신원리 32번지,000-0000-0000,24,709,214,,,,,,,,,,,,,,96,,화장실+샤워실+취사시설,소화기,,,,054-370-2378,경상북도 청도군청,2019-05-15,5190000,경상북도 청도군
,,,,,,,들살이 행복오토캠핑장,야영장,35.64299643,128.8503149,경상북도 청도군 매전면 온장길 123-46,경상북도 청도군 매전면 호화리 752-78번지,000-0000-0000,20,2982,108,,,,,,,,,,,,,,80,,화장실+샤워실,소화기,,,,054-370-2378,경상북도 청도군청,2019-05-15,5190000,경상북도 청도군
,,,,,,,국립운문산자연휴양림야영장,야영장,35.64928635,129.0282151,경상북도 청도군 운문면 운문로 763,경상북도 청도군 운문면 신원리 산 29-6번지,042-580-5501,34,177311,2322,,,,,,,,,,,,,,136,,화장실+샤워실+취사시설,소화기,,,,054-370-2378,경상북도 청도군청,2019-05-15,5190000,경상북도 청도군
,,,,,,,캠프원 관광농원,자동차야영장,35.6351564,128.8513579,경상북도 청도군 매전면 온장길 138,경상북도 청도군 매전면 호화리 450-6번지,000-0000-0000,217,39310,,,,,,,,,,,,,,,868,,화장실+샤워실+취사시설,소화기,,,,054-370-2378,경상북도 청도군청,2019-05-15,5190000,경상북도 청도군
,,,,,,,운문산 군립공원야영장,야영장,35.67534911,128.955434,,경상북도 청도군 운문면 신원리 2087번지,054-370-6374,112,12469,18,,,,,,,,,,,,,,448,,화장실+샤워실+취사시설,소화기,,,,054-370-2378,경상북도 청도군청,2019-05-15,5190000,경상북도 청도군
,,,,,,,봉식이놀이터,야영장,35.66320452,128.5560714,경상북도 청도군 풍각면 봉수길 749-8,경상북도 청도군 풍각면 수월리 597번지,000-0000-0000,1,3611,190,,,,,,,,,,,,,,4,,화장실+샤워실+취사시설,소화기,,,,054-370-2378,경상북도 청도군청,2019-05-15,5190000,경상북도 청도군
,,,,,,,청도 지오 오토캠핑장,야영장,35.64737727,128.8489921,경상북도 청도군 매전면 동화길 8-31,경상북도 청도군 매전면 호화리 734-28번지,000-0000-0000,20,3337,99,,,,,,,,,,,,,,80,,화장실+샤워실+취사시설,소화기,,,,054-370-2378,경상북도 청도군청,2019-05-15,5190000,경상북도 청도군
,,,,,,,양주글램핑코리아애견캠핑장,야영장,37.7738416,126.9613809,경기도 양주시 백석읍 권율로 848,"경기도 양주시 백석읍 기산리 136-1, 외3필지",070-7775-8681,11,2940,219.68,,,,,,,,,,,,,,60,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
,,,,,,,양주시 미술관 옆 캠핑장,야영장,37.73048947,126.9488253,경기도 양주시 장흥면 권율로 185,경기도 양주시 장흥면 석현리 396-1,031-828-9881,42,7709,596.12,,,,,,,,,,,,,,176,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
,,,,,,,양주산막골캠핑장,야영장,37.7748478,126.9378163,경기도 양주시 백석읍 기산로 414-20,경기도 양주시 백석읍 기산리 385,031-871-0058,28,4261,260.26,,,,,,,,,,,,,,112,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
,,,,,,,대궐오토캠핑장,야영장,37.76872928,126.9394104,경기도 양주시 백석읍 기산로440번길 177,경기도 양주시 백석읍 기산리 364-4,031-871-8989,10,7250,79.5,,,,,,,,,,,,,,184,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
,,,,,,,안태울캠핑장,야영장,37.87204903,126.9505733,경기도 양주시 광적면 화합로81번길 375-66,경기도 양주시 광적면 효촌리 230,031-871-1388,36,7195,79.34,,,,,,,,,,,,,,145,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
,,,,,,,기산골캠핑장,야영장,37.77670608,126.9353766,경기도 양주시 백석읍 기산로 413,경기도 양주시 백석읍 기산리 393-2,031-871-9008,15,1328,423.16,,,,,,,,,,,,,,60,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
,,,,,,,비타민캠핑장,야영장,37.7703519,126.9369938,경기도 양주시 백석읍 기산로440번길 110-43,경기도 양주시 백석읍 기산리 370,031-871-3388,17,4477,423.59,,,,,,,,,,,,,,85,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
,,,,,,,선녀와 나무꾼,야영장,37.82677912,127.0466023,경기도 양주시 평화로1501번길 90 (덕계동),경기도 양주시 덕계동 540,031-863-2110,16,7901,115.7,,,,,,,,,,,,,,40,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
,,,,,,,범산골캠핑장,야영장,37.80421867,126.9141048,경기도 양주시 광적면 부흥로 34-17,경기도 양주시 광적면 비암리 757-9,031-871-9708,26,6893,18,,,,,,,,,,,,,,110,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
,,,,,,,캠프리카 캠핑장,야영장,37.77127678,126.9385729,경기도 양주시 백석읍 기산로440번길 127,경기도 양주시 백석읍 기산리 362,000-000-0000,20,14298,49.56,,,,,,,,,,,,,,80,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
,,,,,,,일영무두리캠핑장,야영장,37.70059809,126.9472402,경기도 양주시 장흥면 유원지로 176-77,경기도 양주시 장흥면 삼상리 28-14,031-855-6102,19,4373,66,,,,,,,,,,,,,,100,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
,,,,,,,휴리조트캠핑장,야영장,37.78499068,127.101371,경기도 양주시 만송로366번길 215-31 (만송동),경기도 양주시 만송동 83-30,031-845-1111,7,2270,116.28,,,,,,,,,,,,,,32,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
,,,,,,,양주송천캠핑장,야영장,37.77438303,126.9380528,경기도 양주시 백석읍 기산로440번길 74-20,경기도 양주시 백석읍 기산리 382-5,000-000-0000,18,5255,59.83,,,,,,,,,,,,,,72,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
,,,,,,,일영모자농원캠핑장,야영장,37.70817233,126.9530412,경기도 양주시 장흥면 유원지로 316-1,경기도 양주시 장흥면 삼상리 10-17,031-855-5081,15,4751,194.4,,,,,,,,,,,,,,60,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
,,,,,,,해피캠핑장,야영장,37.78066038,126.944132,경기도 양주시 백석읍 기산로471번길 110,경기도 양주시 백석읍 기산리 302-7,000-000-0000,13,4999,53.2,,,,,,,,,,,,,,52,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
,,,,,,,들꽃피는언덕 캠핑장,야영장,37.77616924,126.9600556,경기도 양주시 백석읍 권율로 870,경기도 양주시 백석읍 기산리 181-1,031-876-0072,5,5347,26.5,,,,,,,,,,,,,,24,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
,,,,,,,을수민박야영,야영장,37.8233092469,128.4536588010,강원도 홍천군 내면 을수길 27,강원도 홍천군 내면 광원리 1863,033-435-5986,36,1942,100,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,동키캐슬 캠핑장,야영장,37.5852837071,127.8423786534,강원도 홍천군 남면 시동로 764-63,강원도 홍천군 남면 시동리 411-9,033-433-1264,10,2285,100,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
,,,,,,,고길동 캠핑장,야영장,37.8276766168,127.8340817814,강원도 홍천군 북방면 성동로 1625-16,강원도 홍천군 북방면 북방리 946,033-9403-7603,10,9055,162,,,,,,,,,,,,,,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
