축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
구례썸머뮤직페스티벌,구례공설운동장,2020-08-22,2020-08-23,"○ 락밴드 및 트로트 공연○ 체험 및 먹거리부스 운영 : 압화체험, 향토음식점, 홍보부스 등○ 부대행사 : 재활용놀이터, 플리마켓, 포토월 등",구례섬지아이쿱소비자생활협동조합,구례군,,061-780-2390,,,전라남도 구례군 구례읍 서시천로 106,,35.2166161023,127.4668741223,2020-12-07,4870000,전라남도 구례군
2020 화엄음악제,화엄사 경내 일원,2020-10-09,2020-10-11,"○ 영성음악제, 화엄콘서트, 서예전시, 요가명상수련 등",화엄음악제집행위원회,화엄사,문화체육관광부,061-780-2431,,,전라남도 구례군 마산면 화엄사로 539,,35.2573160233,127.4977197325,2020-12-07,4870000,전라남도 구례군
정의공주와 함께 하는 도봉 한글잔치,방학동 원당샘공원,2015-10-09,2015-10-09,"문화예술공연, 백일장 및 사생대회, 전통놀이체험 등",서울특별시 도봉구청,"서울특별시 도봉구청, 도봉문화원",,02-905-4026,,,서울특별시 도봉구 원당샘공원,,37.666670,127.033750,2018-05-01,3090000,서울특별시 도봉구
정월대보름 큰잔치,"도봉구청 광장, 중랑천변",2015-03-05,2015-03-05,"길놀이, 풍물놀이, 소원지 붙이기, 달집태우기, 민속놀이 체험마당,청소년 동아리 프로그램 공연 및 솟대외줄타기 공연",서울특별시 도봉구청,서울특별시 도봉구청,,02-2091-2254,,,서울특별시 도봉구 마들로 656,,37.6707774,127.0483768,2018-05-01,3090000,서울특별시 도봉구
도봉서원 춘·추향제,도봉서원,2015-04-28,2015-10-22,"분향례, 전폐례, 초헌례, 아헌례, 종헌례, 음복례 등 제례, 추모음악회",서울특별시 도봉구청,"서울특별시 도봉구청,(사)도봉서원",,02-905-4026,,,서울특별시 도봉구 도봉산길 90,,37.6853826,127.0325089,2018-05-01,3090000,서울특별시 도봉구
도봉산 산사축제,도봉산 일대,2015-10-02,2015-10-03,"산사음악회, 영산재, 사찰음식전 등",서울특별시 도봉구청,서울특별시 도봉구청,,02-905-4026,,,서울특별시 도봉구,,37.6864694,127.033968,2018-05-01,3090000,서울특별시 도봉구
2021 안성맞춤 남사당 바우덕이축제,안성맞춤랜드,2021-10-01,2021-10-10,"남사당공연(비대면), 국내 전통공연(비대면), 안성랜선마켓, 경관조명 설치 운영 등",안성맞춤남사당바우덕이축제위원회,안성시,"문화체육관광부, 경기도",031-678-2513,www.anseong.go.kr,,경기도 안성시 보개면 남사당로 198,경기도 안성시 보개면 복평리 303-3,37.03286724,127.3078041,2021-10-31,4080000,경기도 안성시
불광천 축제,불광천,2021-10-07,2021-10-09,"문화공연, 체험부스 등",서울특별시 은평구,서울특별시 은평구,,02-351-6517,http://www.ep.go.kr,,서울특별시 은평구 은평로 195,,,,2021-11-04,3110000,서울특별시 은평구
춘천연극제,"봄내극장, 축제극장 몸짓, 우두공원 등",2021-07-06,2021-10-30,"코미디럭키세븐, 소소연극제, 명품연극, 초청공연, 거리공연 등",(사)춘천연극제,(사)춘천연극제,춘천시,033-241-4345,http://www.citf.or.kr/,,강원도 춘천시 서부대성로 71,강원도 춘천시 옥천동 73-2,37.882500,127.731370,2021-10-18,4180000,강원도 춘천시
표선해변하얀모래축제,제주표선생활체육관(비대면),2022-08-01,2022-08-01,표선리 마을(영상) 홍보 및 언택트 공연 등,표선리청년회,표선리마을회,,064-760-4438,https://www.seogwipo.go.kr/festivals/pyoseon/index.htm,,제주특별자치도 서귀포시 표선면 한마음초등로 399,,33.354566,126.8138661,2022-01-24,6520000,제주특별자치도 서귀포시
가파도청보리축제,대정읍 가파도 일원,2022-04-01,2022-05-01,청보리밭 걷기. 소망기원 돌탑쌓기. 보말까기 등,가파도청보리축제위원회,대정읍,,064-794-7130,https://seogwipo.go.kr/festivals/cheongbori/info/intro.htm,,제주특별자치도 서귀포시 대정읍 가파로 2,,,,2022-01-24,6520000,제주특별자치도 서귀포시
코로나로 인해 전체 일정 취소,코로나로 인해 전체 일정 취소,2022-01-01,2022-01-01,코로나로 인해 전체 일정 취소,없음,없음,,,,,서울특별시 강서구 허준로5길 42,서울특별시 강서구 가양동 1471,37.56759867,126.8537291,2022-01-24,3150000,서울특별시 강서구
광주시 남한산성문화제,남한산성도립공원,2021-01-01,2021-01-01,남한산성문화제,광주시문화재단,경기도 광주시,,031-760-1724,,코로나19 확산방지로 취소,경기도 광주시 남한산성면 남한산성로 731,경기도 광주시 남한산성면 산성리 158-1,37.47669762,127.188418,2022-01-01,5540000,경기도 광주시
광주왕실도자기축제,곤지암도자공원,2021-01-01,2021-01-01,왕실도자기판매전시,광주시문화재단,경기도 광주시,,031-760-1724,,코로나19 확산방지로 취소,경기도 광주시 곤지암읍 경충대로 727,경기도 광주시 곤지암읍 삼리 72-1,37.35027808,127.334786,2022-01-01,5540000,경기도 광주시
예산장터삼국축제,예산전통시장내 백종원거리 일원,2022-10-14,2022-10-20,"예산의 국화, 국밥, 국수의 맛과 멋을 찾아 예산장터로 떠나는 가을여행축제",예산문화원,예산군,,041-339-7317,https://yesansamguk.kr/,,충청남도 예산군 예산읍 천변로 160,충청남도 예산군 예산읍 대회리 233-4,36.67611933,126.8479256,2022-01-21,4610000,충청남도 예산군
의좋은형제축제,의좋은 형제공원 일원,2022-11-05,2022-11-06,예산의 실존인물인 이성만·이순형제와 함께 떠나는 가족여행,대흥현보존회,예산군,,041-339-7317,https://gbfesta.kr/,,충청남도 예산군 대흥면 의좋은형제길 3,충청남도 예산군 대흥면 상중리 274-1,36.60652823,126.7921951,2022-01-21,4610000,충청남도 예산군
윤봉길평화축제,예산군 덕산면 충의사,2022-04-29,2022-05-01,"윤봉길의사의 상해의거 90주년 기념행사, 전시·체험행사, 온라인이벤트",(사)매헌윤봉길월진회,(사)매헌윤봉길월진회,,041-339-7317,http://www.ybgfestival.net/,,,충청남도 예산군 덕산면 시량리 산40-1,,,2022-01-21,4610000,충청남도 예산군
제25회무주반딧불축제,무주군 일원,2021-08-28,2021-09-05,"반딧불이 신비탐사, 1박2일 생태탐험 등 축소 운영",(사)무주반딧불축제제전위원회,무주군,,063-320-2537,http://firefly.or.kr,반디랜드+태권도원+한풍루,전라북도 무주군 무주읍 최북로 15,전라북도 무주군 무주읍 당산리 918-3,36.0029804,127.6651795,2022-01-20,4740000,전라북도 무주군
초리꽁꽁겨울축제,적상면 초리,2021-12-25,2021-12-31,썰매타기+기차타기+밤굽기 등,초리넝쿨마을협동조합,초리넝쿨마을협동조합,,063-320-2537,,태권도원+머루와인동굴+반디랜드,,전라북도 무주군 적상면 북창리 955,35.98184008,127.7013056,2022-01-20,4740000,전라북도 무주군
2021년 제18회 해운대모래축제,해운대 해수욕장,2022-05-20,2022-05-23,"모래작품 전시 및 체험프로그램, 플라워카펫 등",부산광역시 해운대구청+(사)해운대문화관광협의회,부산광역시 해운대구청,,051-749-4062,,,부산광역시 해운대구 해운대해변로 264,부산광역시 해운대구 중동 1415-49,35.15910698,129.1602838,2022-01-20,3330000,부산광역시 해운대구
2016 제5회 안양공공예술프로젝트,안양예술공원,2016-10-15,2016-12-15,"개막식, 체험부스운영, 공공예술작품 전시 및 공연",(재)안양문화예술재단,경기도 안양시,,031-687-0916,http://www.ayac.or.kr,"안양예술공원, APAP, 김중업박물관",경기도 안양시 만안구 예술공원로 180(안양동),경기도 안양시 만안구 안양동 1351,37.4194056,126.925606,2022-02-09,3830000,경기도 안양시
2014 안양시민축제,"평촌중앙공원, 삼덕공원",2014-09-26,2014-09-28,"시민공연마당, 전시체험부스, 특별기회전시, 개폐막 축하공연, 방송국 공개방송, 거리공연 등",(재)안양문화예술재단,경기도 안양시+안양축제추진위원회,,031-687-0500,http://www.ayac.or.kr,"안양예술공원, APAP, 김중업박물관",경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.39013727,126.9613302,2022-02-09,3830000,경기도 안양시
문경찻사발축제,문경새재 오픈세트장,2021-10-01,2021-10-10,"대한민국 도예명장전 등 전시행사, 왕의 찻자리 등 체험행사, 사기장의 하루, 차담이 어드벤처 등 특별행사",문경찻사발축제추진위원회,문경시청,"문화체육관광부, 경상북도, 문경도자기협동조합",054-550-6395,http://www.sabal21.com,,경상북도 문경시 문경읍 문경대로 2416,경상북도 문경시 문경읍 진안리 360-10,36.74062871,128.0845639,2021-06-02,5120000,경상북도 문경시
2021 순천 문화재 야행(1회차),순천시 일원,2021-11-05,2021-11-07,○ 2021 순천 문화재 야행(1회차),전라남도 순천시청,전라남도 순천시청,,061-749-6676,,,전라남도 순천시 장명로 30(장천동),전라남도 순천시 장천동 53-1,34.95018842,127.4873744,2022-02-15,4820000,전라남도 순천시
2021 동아시아문화도시 주간,순천만생태문화교육원 일원,2021-08-20,2021-08-28,"○ 한중일 미래융합 페스티벌, 문화틔움예술제",전라남도 순천시청,전라남도 순천시청,,061-749-3223,http://www.cceasuncheon.com/,,전라남도 순천시 장명로 30(장천동),전라남도 순천시 장천동 53-1,34.95018842,127.4873744,2022-02-15,4820000,전라남도 순천시
동아시아 그림책·웹툰 페스타,글로벌웹툰센터 및 옥천변 일원,2021-10-01,2021-10-02,"○ 웹툰 전시회, 입주작가/기업 홍보 ○ 드로잉 체험 프로그램, 웹툰 체험 교육 등, 웹툰산업발전 세미나(리쇼어링 프로젝트)",전라남도 순천시청,전라남도 순천시청,,061-749-3223,http://www.cceasuncheon.com/,,전라남도 순천시 장명로 30(장천동),전라남도 순천시 장천동 53-1,34.95018842,127.4873744,2022-02-15,4820000,전라남도 순천시
여성일자리박람회,순천시 일원,2021-08-01,2021-10-31,"○ 고용서비스 지원 및 맞춤형 취업 컨설팅, 직종체험 등",전라남도 순천시청,전라남도 순천시청,,061-749-6170,,,전라남도 순천시 장명로 30(장천동),전라남도 순천시 장천동 53-1,34.95018842,127.4873744,2022-02-15,4820000,전라남도 순천시
2021푸드앤아트페스티벌,UD거리 일원,2021-09-10,2021-09-12,"○ 푸드+아트+부대행사(농특산물 및 예술품 라이브 커머스, 음식경연대회 등)",전라남도 순천시청,전라남도 순천시청,,061-749-5800,,,전라남도 순천시 장명로 30(장천동),전라남도 순천시 장천동 53-1,34.95018842,127.4873744,2022-02-15,4820000,전라남도 순천시
제6회 미식대첩,중앙동 일원,2021-09-12,2021-09-12,○ 미식대첩 개최,전라남도 순천시청,전라남도 순천시청,,061-749-4832,,,전라남도 순천시 강남로 128,전라남도 순천시 동외동 152-2,34.95600779,127.4864719,2022-02-15,4820000,전라남도 순천시
2021 별량면 허수아비 축제,별량면 일원,2021-09-01,2021-10-31,○ 허수아비 제작 및 전시 ○ 허수아비 제작 체험행사 ○ 벼베기와 탈곡 체험 등,전라남도 순천시청,전라남도 순천시청,,061-749-8227,,,전라남도 순천시 별량면 별량장길 25,전라남도 순천시 별량면 봉림리 178-3,34.87436565,127.4519416,2022-02-15,4820000,전라남도 순천시
천태만상 축제,중앙동 일원,2021-09-01,2021-10-31,"○ 먹거리, 각종 공연 운영 ○ 전시, 메이크업 및 체험프로그램 운영",전라남도 순천시청,전라남도 순천시청,,061-749-8535,,,전라남도 순천시 강남로 128,전라남도 순천시 동외동 152-2,34.95600779,127.4864719,2022-02-15,4820000,전라남도 순천시
제38회 순천 팔마문화제,순천시 일원,2021-10-01,2021-10-02,"○ 팔마정신 담은 전시, 체험, 공연 등 프로그램 운영",전라남도 순천시청,전라남도 순천시청,,061-749-6676,,,전라남도 순천시 장명로 30(장천동),전라남도 순천시 장천동 53-1,34.95018842,127.4873744,2022-02-15,4820000,전라남도 순천시
삼척정월대보름축제,우체국일원,2022-01-28,2022-02-20,"정월대보름제 기념 시설 설치,  재례행사",삼척정월대보름제위원회,삼척정월대보름제위원회,삼척시,033-573-2882,http://www.fullmoonfestival.or.kr/,"삼척 시내, 오십천 둔치(코로나19로 인하여 비대면행사 진행)",강원도 삼척시 엑스포로 45,강원도 삼척시 성남동 1-5,37.43896231,129.160145,2022-03-03,4240000,강원도 삼척시
삼척맹방유채꽃축제,근덕면 삼척로 유채밭 일대,2019-03-29,2019-04-25,"농축특산물 판매장운영 및 향토 먹거리장터 운영, 유채꽃 사진전, 유채꽃따라 걷기대회",삼척맹방유채꽃축제위원회,삼척맹방유채꽃축제위원회,삼척시,033-570-3382,http://tour.samcheok.go.kr/03joy/02_03.jsp,"덕산해수욕장,맹방해수욕장(코로나19로 인한 축제 취소)",강원도 삼척시 근덕면 삼척로 3992-8,강원도 삼척시 근덕면 상맹방리 236-7,37.405447,129.2050939,2022-03-03,4240000,강원도 삼척시
황영조 국제 마라톤 대회,엑스포광장~근덕면 일원,2022-01-01,2022-01-01,국제 마라톤 대회(코로나-19로 인하여 대회 취소),강원일보,강원일보,삼척시,033-570-3813,http://www.samcheokmarathon.com/,"박물관, 동굴신비관, 죽서루, 해양레일바이크, 해상케이블카, 해신당공원 코스 (코로나-19로 인하여 대회 취소)",강원도 삼척시 엑스포로 45,강원도 삼척시 성남동 1-5,37.43896231,129.160145,2022-03-03,4240000,강원도 삼척시
삼척장미축제,삼척장미공원일원,2022-05-20,2022-07-24,야간경관조명 및 포토존 조성 등,삼척시,삼척시,,033-570-3071,,장미공원(코로나19로 인한 축제 취소(야간경관조명 설치)),강원도 삼척시 오십천로 536,강원도 삼척시 정상동 232,37.43501045,129.1752024,2022-03-03,4240000,강원도 삼척시
삼척비치썸페스티벌,삼척해변 일원,2019-07-26,2019-07-28,"공연, 먹거리, 체험, 기타(플리마켓) 등",삼척시,삼척시,삼척시,033-570-3544,,삼척해변(코로나19로 인한 축제 취소),강원도 삼척시 테마타운길 19,강원도 삼척시 갈천동 14,37.46667271,129.1705322,2022-03-03,4240000,강원도 삼척시
삼척동해왕이사부축제,문화예술회관일원,2021-11-05,2021-11-14,"이사부 빛의 정원(빛 전시), 이사부 예술마당(공연), 이벤트, 연계행사 등",삼척동해왕이사부축제추진위원회,삼척시,,033-570-3844,http://www.yisabu.com,"가람공원, 문화예술회관",강원도 삼척시 중앙로 296,강원도 삼척시 교동 592,37.44988816,129.1656266,2022-03-03,4240000,강원도 삼척시
