관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
마곡사관광지,관광지,,충청남도 공주시 사곡면 운암리 731-2,36.5561713566,127.020329,125861,화장실+주차장,"펜션, 민박",백범명상길,탬플스테이,음식점,,1994-03-30,5000,100,천년고찰 마곡사 관광지,1899-0088,공주시,2019-09-25,4500000,충청남도 공주시
공주문화관광지,관광지,,충청남도 공주시 웅진동 431,36.4707618338,127.1108054958,1029179,화장실+주차장+관리사무소+관광안내소,한옥마을,공산성,"고마센터, 국립박물관",음식점,,2007-09-27,5000,100,백제역사 유적관광지,1899-0088,공주시,2019-09-25,4500000,충청남도 공주시
지리산 온천관광지,관광단지,전라남도 구례군 산동면 지리산온천로 261,전라남도 구례군 산동면 관산리 522,35.3184937,127.4577881,1501230,"소방서파출소, 관광안내소, 주차장, 하수처리장, 산수유꽃축제상설행사장, 청소년수련관","관광호텔, 가족호텔, 모텔, 민박 등",,"산수유문화관, 산수유사랑공원, 산수유꽃담길",,,1989-10-24,300000,10000,지리산 온천 관광지,061-780-2544,구례군,2019-06-26,4870000,전라남도 구례군
문경 철로자전거(가은역),관광지,경상북도 문경시 가은읍 대야로 2445,,36.64931827,128.0607306,1,관리사무소+화장실(동)+주차장(개소),,,,,,2014-02-26,132,30,석탄박물관에서 가까운 가은역에서 출발해 구랑리역까지 갔다가 돌아오는 코스,054-553-8300,문경관광진흥공단,2021-03-10,5120000,경상북도 문경시
문경 오미자테마터널,관광지,,경상북도 문경시 마성면 신현리 103-1,36.65989315,128.1286031,1,관리사무소+화장실(동)+주차장(개소),,,,,,2017-06-21,3000,300,"경북 8경 중 제1경으로 꼽히는 진남교반 고모산성 아래에 있는 오미자테마터널, 과거에 석탄을 실어나르던 문경선 내 석현터널을 개발함",054-554-5212,㈜오미원,2021-03-10,5120000,경상북도 문경시
"고모산성, 토끼비리",관광지,,경상북도 문경시 마성면 신현리 산30-1,36.661492,128.1269726,1,관리사무소+화장실(동)+주차장(개소),,,,,,2007-12-17,1000,80,삼국시대의 성곽. 문경시 마성면 신현리 고모산(姑母山)에 있는 포곡식 산성,054-550-6408,문경시청 문화예술과,2021-03-10,5120000,경상북도 문경시
문경짚라인,관광지,경상북도 문경시 불정길 174,,36.62285644,128.1367824,1,관리사무소+화장실(동)+주차장(개소),,,,,,2009-02-17,600,60,"불정 자연휴양림 내에 위치한 짚라인, 난이도 및 코스길이가 다른 9개의 코스로 운영",054-553-1788,짚라인문경,2021-03-10,5120000,경상북도 문경시
문경 종합온천,관광지,경상북도 문경시 문경읍 온천2길 24,,36.72937376,128.1089547,1,관리사무소+화장실(동)+주차장(개소),,,,,,2001-03-24,2500,1000,중탄산 온천수 및 알칼리성 온천수 등 신진대사를 촉진하는 2가지 온천수가 있음,054-571-2002,문경종합온천,2021-03-10,5120000,경상북도 문경시
문경 활공랜드,관광지,,경상북도 문경시 문경읍 고요리 436-2,36.7362239,128.1517095,1,관리사무소+화장실(동)+주차장(개소),,,,,,2011-05-01,35,30,문경읍(문경온천)에서 동쪽방향으로 4km쯤 떨어진 고요리 단산에 위치하며 이륙장 2개소와 착륙장 3개소를 갖추고 있음,054-571-4675,㈜문경활공랜드,2021-03-10,5120000,경상북도 문경시
불정자연휴양림,관광지,경상북도 문경시 불정길 180,,36.62128207,128.1365074,1,관리사무소+화장실(동)+주차장(개소),,,,,,1997-12-10,188,50,"불정동 마을 안쪽에 위치한 나트막한 봉우리인 수정봉 (해발 487m, 약수산)과 조봉 사이에 자리잡고 있으며 연중 인기리에 운영 중임",054-552-9443,문경관광진흥공단,2021-03-10,5120000,경상북도 문경시
옥계해변관광지,관광지,강원도 강릉시 옥계면 금진리 799-16일원,강원도 강릉시 옥계면 금진리 799-16일원,37.62739946,129.0476423,215839,화장실+주차장+샤워장,,,한국여성수련원,,,1980-05-28,900,180,옥계해변관광지는 깨끗하고 넓은 백사장과 오래된 송림지역을 갖추어 바라보는 경치가 매우 아름다운 곳임.,033-640-5685,강원도 강릉시청,2021-03-10,4200000,강원도 강릉시
주문진해변관광지,관광지,강원도 강릉시 주문진읍 향호리 8-22일원,강원도 강릉시 주문진읍 향호리 8-22일원,37.91137845,128.8178804,484200,화장실+주차장+샤워장,베네키아호텔,,교직원연수원,,,1984-07-06,1000,250,주문진해변관광지는 주문진읍 향호리에 위치하고 넓은 백사장과 수심이 얕고 바닷물이 맑아 가족 단위 피서지에 적합한 곳임.,033-640-5685,강원도 강릉시청,2021-03-10,4200000,강원도 강릉시
연곡해변관광지,관광지,강원도 강릉시 연곡면 동덕리 99-13일원,강원도 강릉시 연곡면 동덕리 99-13일원,37.858992,128.851409,169603,관리사무소+화장실+주차장+샤워장,"솔향기캠핑장(캠핑존 127면, 카라반존 8면, 자동차 캠핑존 12면)",,,,,1986-03-12,600,120,연곡해변관광지,033-640-5685,강원도 강릉시청,2021-03-10,4200000,강원도 강릉시
등명해변관광지,관광지,강원도 강릉시 강동면 정동진리 440-41일원,강원도 강릉시 강동면 정동진리 440-41일원,37.70264843,129.0164178,193660,화장실+주차장,"다우리조텔, 민박",레일바이크,정동진시간박물관,,,1997-08-02,600,120,등명해변관광지,033-640-5685,강원도 강릉시청,2021-03-10,4200000,강원도 강릉시
대관령어흘리관광지,관광지,강원도 강릉시 성산면 어흘리 508일원,강원도 강릉시 성산면 어흘리 508일원,37.719113,128.793989,163160,화장실+주차장,,,대관령박물관,,,2014-12-26,1000,0,성산면 대관령 어흘리 관광지,033-640-5685,강원도 강릉시청,2021-03-10,4200000,강원도 강릉시
대성관광지,관광지,경기도 가평군 청평면 대성강변길 14,경기도 가평군 청평면 대성리 601-3,37.67999086,127.3799217,262722,공중화장실(2동)+운영(1동),4동 운영+4동 계획,유원시설 등 계획,선착장 3개 운영+야영장 등 계획,매점+식당 등 4개소 운영+상가 5개소 계획,없음,1968-10-04,1000,25,"경춘가도의 대성리역을 중심으로 북한강변 8만여 평에 이루어져 있으며, 산책로, 피크닉장, 자전거도로가 조성되어 있으며, 여러 편의시설도 들어서 있다. 북한강은 수영이  금지되어 있으며, 보트 등 수상스포츠는 즐길 수 있다.",031-580-4633,가평군청 관광과,2021-08-24,4160000,경기도 가평군
산장관광지,관광지,경기도 가평군 상면 덕현산장길 71 산장관광지,경기도 가평군 상면 덕현리 21,37.75420886,127.4105873,118040,도로+주차장+관리사무소+홍수위관리소,가족호텔 1개소+펜션하우스 3개소 운영+콘도미니엄 2개소 계획,다목적운동장 계획중,야영장 및 야영공연장 등 운영,음식점 및 상가 2동 운영+3동 계획,없음,1977-03-31,2700,156,"1977년에 국민관광지로 지정, 자연경관을 최대한 살린 계곡형 관광지로 개발되었으며, 북한강 지류인 조종천의 맑은 물이 한데 어우러져 경치가 아름답다. 주요 시설로는 야영장과 다양한 숙박시설, 계곡자연풀장이 있다.",031-580-2516,가평군청 관광과,2021-08-24,4160000,경기도 가평군
문경새재 도립공원,관광지,경상북도 문경시 문경읍 새재로 932,,36.76160207,128.0769905,1,"관리사무소+화장실(31동 - 수세식 12동, 재래식 19동)+주차장(4개소)",,,,,,1981-06-04,10000,2320,"문경새재는 새도 날아서 넘기 힘든 고개라는 뜻으로, 조령(鳥嶺)이라고도 한다. 풀이 우거진 고개[草岾] 또는 하늘재와 이우리재[伊火峴] 사이에 있는 고개라는 뜻에서 ''''''''''''''''새재''''''''''''''''로 했다는 설과 새로[新] 생긴 고개라는 뜻에서 ''''''''''''''''새재''''''''''''''''로 지었다는 설도 전해진다.1966년 문경관문이 사적 147호로 지정된 뒤, 1974년에는 주흘산(1,106m)과 조령관문 일원이 경상북도지방기념물 18호로 지정되었다. 1979년 경상북도 제1호 국민관광지, 1982년 문화재보호구역으로 각각 지정되었다. 1997년 문경새재박물관을 개관한 데 이어, 2000년과 2002년에 각각 KBS 촬영장과 문경새재 야외공연장을 개장하였다.",054-550-8351,문경새재관리사무소,2021-03-10,5120000,경상북도 문경시
문경 에코랄라(석탄박물관 포함),관광지,경상북도 문경시 가은읍 왕능길 112,,36.65420039,128.0613259,1,관리사무소+화장실(동)+주차장(개소),,,,,,2018-10-02,4911,375,백두대간 생태자원이라는 핵심 콘텐츠와 친환경 녹색문화의 중심 문경에서 영상문화 콘텐츠를 결합한 생태 녹색 에너지환경 테마의 휴양문화공간으로 조성되어 모든 연령층이 함께 즐길 수 있는 문화 콘텐츠 테마파크,054-550-6398,문경시청 관광진흥과,2021-03-10,5120000,경상북도 문경시
문경 철로자전거(진남역),관광지,,경상북도 문경시 마성면 신현리 126-1,36.6546769,128.1263292,1,관리사무소+화장실(동)+주차장(개소),,,,,,2005-03-28,160,58,"전국 최초의 철로자전거, 영화의 촬영지로 쓰여도 좋을 만큼 예쁜 진남역을 출발해 진남교반의 절경을 감상하며 불정역까지 갔다가 돌아오는 코스",054-553-8300,문경관광진흥공단,2021-03-10,5120000,경상북도 문경시
문경 철로자전거(구랑리역),관광지,경상북도 문경시 마성면 구랑로 20,,36.66102501,128.0993075,1,관리사무소+화장실(동)+주차장(개소),,,,,,2013-09-10,180,64,진남역을 출발해 야생화를 감상하며 달리다 어두운 터널을 통과하는 독특한 체험을 할 수 있는 구랑리역 코스,054-553-8300,문경관광진흥공단,2021-03-10,5120000,경상북도 문경시
영모정,관광지,전라남도 나주시 다시면 회진길 14-8,전라남도 나주시 다시면 회진리 101,34.9972536,126.6649382,8000,화장실,N,N,영모정,관리실,,1987-06-01,100,5,시도기념물,061-339-8613,영모정,2017-04-01,4830000,전라남도 나주시
남고문,관광지,,전라남도 나주시 남내동 2-20,35.0295791,126.7183107,640,N,N,N,문화관광해설사,N,,1990-10-31,-,200,사적,061-330-7823,나주시,2017-04-01,4830000,전라남도 나주시
유현문화관광지,관광지,강원도 횡성군 서원면 경강로유현1길 30,강원도 횡성군 서원면 유현리 1097,37.5290321124,127.8186828637,147959,"성당, 유물전시관",,,,,,2003-04-12,5000,60,"풍수원성당, 유물전시관, 산책로",033-340-5986,횡성군청,2021-07-22,4260000,강원도 횡성군
웰리힐리파크 관광단지,관광단지,강원도 횡성군 둔내면 고원로 451,강원도 횡성군 둔내면 두원리 204,37.4901261112,128.2501389201,4830709,"스키장,콘도,골프장",콘도,"유원시설, 공연장",,,,2005-06-15,10000,500,"스키장, 골프장, 곤돌라, 콘도",1544-8833,신안종합리조트,2021-07-22,4260000,강원도 횡성군
도래마을(홍기옥 가옥),관광지,전라남도 나주시 다도면 동력길 16,전라남도 나주시 다도면 풍산리 199,34.9982734,126.8203117,54000,화장실,민박(개인),운동기구,산책로,안내소,홈페이지 운영,1984-01-10,200,30,중요민속문화재,061-336-3675,나주시,2017-04-01,4830000,전라남도 나주시
정수루,관광지,전라남도 나주시 금성관길 13-20,전라남도 나주시 금계동 33-18,35.0321775,126.7160575,200,N,N,N,정수루,N,,1984-02-29,30,100,전라남도문화재자료,061-330-8114,나주시,2017-04-01,4830000,전라남도 나주시
나주향교,관광지,전라남도 나주시 향교길 38,전라남도 나주시 교동 32-3,35.0335556,126.7093249,11105,화장실,N,N,체험프로그램,충효관,,1985-02-25,500,15,시도유형문화재,061-334-2369,나주향교,2017-04-01,4830000,전라남도 나주시
완사천,관광지,전라남도 나주시 완사천길 14,전라남도 나주시 송월동 1096-13,35.0154791,126.7118546,12000,화장실,N,N,산책로,N,,1986-02-17,500,500,시도기념물,061-339-8613,나주시,2017-04-01,4830000,전라남도 나주시
목사내아,관광지,전라남도 나주시 금성관길 13-8,전라남도 나주시 금계동 33-31,35.0320205,126.7143379,1300,화장실,6실,N,숙박실,N,홈페이지 운영,1986-09-29,20,100,전라남도문화재자료,061-332-6565,나주시,2017-04-01,4830000,전라남도 나주시
이심원충신정려현판,관광지,충청남도 계룡시 금암1 길 7(금암동),충청남도 계룡시 금암동 281-4,36.280034,127.2470773156,34,주차장,,,,,,1995-03-06,5,2,효령대군의 증손인 이심원선생의 충직함을 기리기 위한 현판,042-840-2402,충청남도 계룡시,2019-06-24,5580000,충청남도 계룡시
신원재,관광지,충청남도 계룡시 두마면 왕대2길43,충청남도 계룡시 두마면 왕대리 299,36.255245,127.270342,1263,주차장,,,,,,2002-01-10,30,5,사계 김장생 선생의 9번째 아들인 김비 선생의 재실,042-840-2402,충청남도 계룡시,2019-06-24,5580000,충청남도 계룡시
광덕계곡관광지,관광지,강원도 화천군 사내면 포화로 일원,강원도 화천군 사내면 광덕리 일원,38.107700000,127.441200000,26070,"관리사무소2개소, 일반광장1개소, 공중화장실7개소, 주차장13개소, 오수처리장1개소",,,,,,1995-08-03,800,200,"광덕계곡은 백운산과 광덕산 사이에 위치하며 자연경관이 수려하고 오염되지 않은 작은폭포, 작은소 등 개끗한 물이 일품이다. 숙박시설이 마련되어 있어 여름 피서지로서 안성맞춤이다.",033-440-2562,화천군청,2018-08-10,4310000,강원도 화천군
팔봉산관광지,관광지,강원도 홍천군 서면 한치골길 1124,강원도 홍천군 서면 어유포리 272,37.703098,127.695183,386977,관리사무소+화장실+주차장,없음,풋살경기장,"캠핑장, 공연장",향토식당,관리사무실,1980-05-28,1000,150,8개의 암봉과 홍천강이 어우러진 아름다운 명산,033-430-2471,강원도 홍천군청,2017-05-21,4250000,강원도 홍천군
